Metric,Parameter,ST_Initial,ST_Final,Delta_ST
PAP_min,R.PCOX,0.418120655242755,0.289795475123567,-0.128325180119188
PAP_min,C.PVEN,0.0370534843852974,0.227525856347132,0.190472371961835
PAP_min,C.SVEN,0.226139342440292,0.193422160012387,-0.0327171824279048
PAP_min,R.SVEN,0.117888319356845,0.136744879049639,0.0188565596927944
PAP_min,E.LV.EB,0.0473981595496873,0.0730429094702256,0.0256447499205383
PAP_min,C.PAR,0.0340363770966898,0.044753065089966,0.0107166879932761
PAP_min,C.SAR,0.0518277716382826,0.020483820142658,-0.0313439514956246
PAP_min,R.SC,0.0372002977318957,0.020130159913047,-0.0170701378188487
PAP_min,R.PVEN,0.0183001801476938,0.0174310979180032,-0.000869082229690593
PAP_min,E.LV.EA,0.0101334599215954,0.00580979147553331,-0.00432366844606208
PAP_min,E.RV.EA,0.00426516724955895,0.0055333375331877,0.00126817028362875
PAP_min,R.PAR,0.0100469019830082,0.00527889870279701,-0.0047680032802112
PAP_min,E.RA.EA,0.00200823710914762,0.00262088197806526,0.000612644868917645
PAP_min,V0.RA,0.00129584986388043,0.00176611947941107,0.000470269615530633
PAP_min,E.RV.EB,0.00529337691400309,0.00152009309638488,-0.0037732838176182
PAP_min,R.SAR,0.000712387245267182,0.00102224434748267,0.000309857102215489
PAP_min,V0.LV,0.000734003323585773,0.000366545712547708,-0.000367457611038065
PAP_min,E.LA.EA,0.00235102743213643,8.31235379004297e-05,-0.002267903894236
PAP_min,vsd.Cd,0,8.04202531841198e-06,8.04202531841198e-06
PAP_min,V0.RV,0.00117550972864304,0,-0.00117550972864304
PAP_min,V0.LA,0,0,0
PVP_mean,C.PVEN,0.0512422931545916,0.31213318621331,0.260890893058718
PVP_mean,E.LV.EB,0.239974602957788,0.22598267368217,-0.0139919292756177
PVP_mean,C.SVEN,0.207787905005463,0.200996515474812,-0.00679138953065075
PVP_mean,R.SVEN,0.102381035701589,0.155503219326239,0.0531221836246502
PVP_mean,R.PVEN,0.122141255250308,0.0519636721358199,-0.0701775831144881
PVP_mean,C.SAR,0.0561571584678199,0.0272643144479136,-0.0288928440199062
PVP_mean,E.LV.EA,0.054523878168475,0.0250696160522506,-0.0294542621162244
PVP_mean,R.SC,0.00409798581828937,0.00928059256484136,0.00518260674655199
